#   filter_id=24 npt=211900    nu_min=0.4081901000E+04    dnu=0.2000000000E-02
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.224451E-04   0.934414E-04   0.164429E-03   0.235409E-03   0.306380E-03
   0.377340E-03   0.448292E-03   0.519232E-03   0.590162E-03   0.661081E-03
   0.731988E-03   0.802884E-03   0.873768E-03   0.944640E-03   0.101550E-02
   0.108635E-02   0.115718E-02   0.122800E-02   0.129881E-02   0.136960E-02
   0.144038E-02   0.151114E-02   0.158189E-02   0.165262E-02   0.172334E-02
   0.179402E-02   0.186470E-02   0.193534E-02   0.200597E-02   0.207657E-02
   0.214714E-02   0.221768E-02   0.228819E-02   0.235863E-02   0.242906E-02
   0.249944E-02   0.256980E-02   0.264012E-02   0.271037E-02   0.278059E-02
   0.285074E-02   0.292084E-02   0.299090E-02   0.306086E-02   0.313078E-02
   0.320062E-02   0.327038E-02   0.334010E-02   0.340968E-02   0.347921E-02
   0.354865E-02   0.361797E-02   0.368725E-02   0.375635E-02   0.382539E-02
   0.389432E-02   0.396309E-02   0.403181E-02   0.410032E-02   0.416874E-02
   0.423703E-02   0.430512E-02   0.437314E-02   0.444092E-02   0.450857E-02
   0.457609E-02   0.464334E-02   0.471050E-02   0.477741E-02   0.484413E-02
   0.491074E-02   0.497699E-02   0.504315E-02   0.510904E-02   0.517470E-02
   0.524025E-02   0.530539E-02   0.537042E-02   0.543520E-02   0.549971E-02
   0.556410E-02   0.562813E-02   0.569202E-02   0.575571E-02   0.581915E-02
   0.588246E-02   0.594556E-02   0.600851E-02   0.607135E-02   0.613408E-02
   0.619669E-02   0.625933E-02   0.632191E-02   0.638445E-02   0.644725E-02
   0.650993E-02   0.657294E-02   0.663613E-02   0.669928E-02   0.676327E-02
   0.682718E-02   0.689164E-02   0.695667E-02   0.702163E-02   0.708795E-02
   0.715430E-02   0.722128E-02   0.728919E-02   0.735710E-02   0.742641E-02
   0.749599E-02   0.756607E-02   0.763728E-02   0.770855E-02   0.778093E-02
   0.785373E-02   0.792685E-02   0.800099E-02   0.807522E-02   0.815013E-02
   0.822546E-02   0.830097E-02   0.837711E-02   0.845340E-02   0.852997E-02
   0.860682E-02   0.868381E-02   0.876098E-02   0.883829E-02   0.891568E-02
   0.899312E-02   0.907069E-02   0.914813E-02   0.922567E-02   0.930320E-02
   0.938058E-02   0.945809E-02   0.953533E-02   0.961260E-02   0.968986E-02
   0.976683E-02   0.984392E-02   0.992074E-02   0.999750E-02   0.100743E-01
   0.101507E-01   0.102273E-01   0.103036E-01   0.103798E-01   0.104561E-01
   0.105320E-01   0.106079E-01   0.106838E-01   0.107594E-01   0.108352E-01
   0.109106E-01   0.109861E-01   0.110614E-01   0.111366E-01   0.112118E-01
   0.112868E-01   0.113618E-01   0.114367E-01   0.115115E-01   0.115862E-01
   0.116608E-01   0.117353E-01   0.118098E-01   0.118841E-01   0.119584E-01
   0.120326E-01   0.121067E-01   0.121808E-01   0.122546E-01   0.123285E-01
   0.124023E-01   0.124760E-01   0.125497E-01   0.126232E-01   0.126967E-01
   0.127702E-01   0.128436E-01   0.129170E-01   0.129902E-01   0.130315E-01
   0.130351E-01   0.130386E-01   0.130422E-01   0.130455E-01   0.130489E-01
   0.130522E-01   0.130554E-01   0.130586E-01   0.130617E-01   0.130648E-01
   0.130679E-01   0.130708E-01   0.130738E-01   0.130768E-01   0.130797E-01
   0.130826E-01   0.130855E-01   0.130883E-01   0.130911E-01   0.130939E-01
   0.130967E-01   0.130994E-01   0.131021E-01   0.131048E-01   0.131075E-01
   0.131101E-01   0.131127E-01   0.131153E-01   0.131178E-01   0.131203E-01
   0.131228E-01   0.131252E-01   0.131277E-01   0.131301E-01   0.131324E-01
   0.131347E-01   0.131370E-01   0.131393E-01   0.131415E-01   0.131437E-01
   0.131459E-01   0.131480E-01   0.131501E-01   0.131522E-01   0.131542E-01
   0.131563E-01   0.131583E-01   0.131602E-01   0.131622E-01   0.131641E-01
   0.131660E-01   0.131678E-01   0.131697E-01   0.131715E-01   0.131733E-01
   0.131750E-01   0.131768E-01   0.131785E-01   0.131802E-01   0.131818E-01
   0.131835E-01   0.131851E-01   0.131867E-01   0.131882E-01   0.131898E-01
   0.131913E-01   0.131928E-01   0.131943E-01   0.131957E-01   0.131971E-01
   0.131985E-01   0.131999E-01   0.132013E-01   0.132026E-01   0.132039E-01
   0.132052E-01   0.132065E-01   0.132077E-01   0.132089E-01   0.132101E-01
   0.132113E-01   0.132124E-01   0.132135E-01   0.132146E-01   0.132157E-01
   0.132168E-01   0.132178E-01   0.132188E-01   0.132198E-01   0.132208E-01
   0.132217E-01   0.132227E-01   0.132235E-01   0.132244E-01   0.132253E-01
   0.132261E-01   0.132269E-01   0.132276E-01   0.132283E-01   0.132291E-01
   0.132297E-01   0.132304E-01   0.132310E-01   0.132316E-01   0.132322E-01
   0.132327E-01   0.132332E-01   0.132336E-01   0.132340E-01   0.132344E-01
   0.132348E-01   0.132351E-01   0.132354E-01   0.132356E-01   0.132358E-01
   0.132360E-01   0.132361E-01   0.132362E-01   0.132362E-01   0.132362E-01
   0.132362E-01   0.132361E-01   0.132360E-01   0.132358E-01   0.132356E-01
   0.132353E-01   0.132349E-01   0.132346E-01   0.132341E-01   0.132337E-01
   0.132332E-01   0.132325E-01   0.132319E-01   0.132312E-01   0.132304E-01
   0.132297E-01   0.132287E-01   0.132278E-01   0.132268E-01   0.132257E-01
   0.132246E-01   0.132233E-01   0.132221E-01   0.132206E-01   0.132191E-01
   0.132175E-01   0.132158E-01   0.132141E-01   0.132123E-01   0.132104E-01
   0.132085E-01   0.132063E-01   0.132042E-01   0.132019E-01   0.131995E-01
   0.131970E-01   0.131944E-01   0.131917E-01   0.131889E-01   0.131859E-01
   0.131828E-01   0.131796E-01   0.131763E-01   0.131729E-01   0.131692E-01
   0.131655E-01   0.131617E-01   0.131576E-01   0.131536E-01   0.131492E-01
   0.131448E-01   0.131402E-01   0.131354E-01   0.131306E-01   0.131254E-01
   0.131202E-01   0.131148E-01   0.131092E-01   0.131035E-01   0.130975E-01
   0.130915E-01   0.130853E-01   0.130787E-01   0.130708E-01   0.130617E-01
   0.130525E-01   0.130432E-01   0.130335E-01   0.130239E-01   0.130141E-01
   0.130041E-01   0.129941E-01   0.129839E-01   0.129737E-01   0.129634E-01
   0.129531E-01   0.129427E-01   0.129325E-01   0.129222E-01   0.129120E-01
   0.129020E-01   0.128921E-01   0.128825E-01   0.128731E-01   0.128639E-01
   0.128553E-01   0.128467E-01   0.128390E-01   0.128315E-01   0.128243E-01
   0.128183E-01   0.128123E-01   0.128073E-01   0.128029E-01   0.127987E-01
   0.127962E-01   0.127937E-01   0.127921E-01   0.127915E-01   0.127909E-01
   0.127920E-01   0.127933E-01   0.127952E-01   0.127981E-01   0.128011E-01
   0.128053E-01   0.128097E-01   0.128145E-01   0.128202E-01   0.128258E-01
   0.128321E-01   0.128386E-01   0.128453E-01   0.128524E-01   0.128595E-01
   0.128667E-01   0.128741E-01   0.128815E-01   0.128890E-01   0.128964E-01
   0.129037E-01   0.129110E-01   0.129182E-01   0.129251E-01   0.129320E-01
   0.129387E-01   0.129452E-01   0.129516E-01   0.129576E-01   0.129635E-01
   0.129692E-01   0.129746E-01   0.129799E-01   0.129847E-01   0.129894E-01
   0.129940E-01   0.129981E-01   0.130022E-01   0.130058E-01   0.130092E-01
   0.130126E-01   0.130154E-01   0.130183E-01   0.130207E-01   0.130230E-01
